"CANTIDAD","ESTADO","RADICACIÓN","DEMANDADO","IDENTIFICACIÓN","FECHA 
"236","ACTIVO","85001310500220250008000","MUNICIPIO DE YOPAL","8918550177","2025-05-28T00:00:00.000","JUZGADO SEGUNDO LABORAL DEL CIRCUITO DE YOPAL","ORDINARIA - LABORAL","ORDINARIO LABORAL DE I INSTANCIA"
"237","ACTIVO","85001333300220240013600","MUNICIPIO DE YOPAL","8918550177","2024-04-05T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"238","ACTIVO","85001333300120250022900","MUNICIPIO DE YOPAL","8918550177","2025-03-27T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"239","ACTIVO","85001333300120240003500","MUNICIPIO DE YOPAL","8918550177","2024-03-06T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"240","ACTIVO","85001233300020250008800","MUNICIPIO DE YOPAL","8918550177","2025-07-02T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"241","ACTIVO","85001233300020240012300","MUNICIPIO DE YOPAL","8918550177","2023-06-21T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPETICIÓN"
"242","ACTIVO","85001333300120250036200","MUNICIPIO DE YOPAL","8918550177","2025-08-14T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"243","ACTIVO","85001233300020250011500","EMPRESA INDUSTRIAL DEL ESTADO CATASIG","901554931-8","2025-08-19T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","CONTROVERSIAS CONTRACTUALES"
"244","ACTIVO","85001310500120250007500","MUNICIPIO DE YOPAL","8918550177","0/0/0","JUZGADO PRIMERO LABORAL DEL CIRCUITO DE YOPAL","ORDINARIO LABORAL","ORDINARIO LABORAL I INSTANCIA"
"245","ACTIVO","85001333300220250034700","SEGUROS DEL ESTADO SA
YENNY PAOLA PRIETO","0/0/0","2025-07-28T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","APROBACIÓN CONCILIACIÓN EXTRAJUDICIAL"
"246","ACTIVO","85001333300420250029200","MUNICIPIO DE YOPAL","8918550177","2025-07-09T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"247","ACTIVO","85001333300420240012900","MUNICIPIO DE YOPAL","8918550177","2024-08-16T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"248","ACTIVO","85001333300520250032400","MUNICIPIO DE YOPAL","8918550177","2025-07-17T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"249","ACTIVO","85001333300320250021800","MUNICIPIO DE YOPAL","8918550177","2025-03-26T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"250","ACTIVO","85001333300320240002200","MUNICIPIO DE YOPAL","8918550177","2024-02-12T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"251","ACTIVO","85001333300520250024400","MUNICIPIO DE YOPAL","8918550177","2025-04-11T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"252","ACTIVO","85001333300320250030200","JAIRO ENRIQUE GARCIA TRONCOSO
HERNANDO HERRERA VILLALBA","8918550177","2025-06-03T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"253","ACTIVO","85001233300020250007300","MUNICIPIO DE YOPAL","8918550177","2025-05-27T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"254","ACTIVO","85001333300420240023900","YESID JIMENEZ SILVA","74751589","2024-12-03T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPETICIÓN"
"255","ACTIVO","85001310500120250005800","MUNICIPIO DE YOPAL","8918550177","2025-04-04T00:00:00.000","JUZGADO PRIMERO LABORAL DEL CIRCUITO DE YOPAL","ORDINARIO LABORAL","ORDINARIO LABORAL I INSTANCIA"
"256","ACTIVO","85001310500120250006300","MUNICIPIO DE YOPAL","8918550177","2025-04-28T00:00:00.000","JUZGADO PRIMERO LABORAL DEL CIRCUITO DE YOPAL","ORDINARIO LABORAL","ORDINARIO LABORAL I INSTANCIA"
"257","ACTIVO","85001310500120250006900","MUNICIPIO DE YOPAL","8918550177","2025-05-07T00:00:00.000","JUZGADO PRIMERO LABORAL DEL CIRCUITO DE YOPAL","ORDINARIO LABORAL","ORDINARIO LABORAL I INSTANCIA"
"258","ACTIVO","85001233300020250008000","MUNICIPIO DE YOPAL","8918550177","2025-06-11T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","CONTROVERSIAS CONTRACTUALES"
"259","ACTIVO","85001333300220230020700","MUNICIPIO DE YOPAL","8918550177","2023-11-21T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"260","ACTIVO","85001333300120240018500","MUNICIPIO DE YOPAL","8918550177","2024-09-25T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"261","ACTIVO","85001333300120250026400","MUNICIPIO DE YOPAL","8918550177","2025-03-17T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"262","ACTIVO","85001333300120240026000","MUNICIPIO DE YOPAL","8918550177","2024-11-29T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"263","ACTIVO","85001333300120240004700","MUNICIPIO DE YOPAL","8918550177","2024-04-05T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"264","ACTIVO","85001333300120240005600","MUNICIPIO DE YOPAL","8918550177","2024-04-23T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"265","ACTIVO","81001333300420250014100","MUNICIPIO DE YOPAL","8918550177","2025-05-16T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","ACCIONES CONSTITUCIONALES","ACCIÓN DE CUMPLIMIENTO"
"266","ACTIVO","85001333300120240000400","MUNICIPIO DE YOPAL","8918550177","2024-01-11T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"267","ACTIVO","85001233300020250004300","MUNICIPIO DE YOPAL","8918550177","2025-04-01T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","CONTROVERSIAS CONTRACTUALES"
"268","ACTIVO","85001233300020250003100","MUNICIPIO DE YOPAL","8918550177","2025-02-28T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"269","ACTIVO","85001333300220240017400","MUNICIPIO DE YOPAL","8918550177","2024-09-20T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"270","ACTIVO","85001333300320250025100","MUNICIPIO DE YOPAL","8918550177","2025-04-10T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"271","ACTIVO","85001333300220240023400","MUNICIPIO DE YOPAL","8918550177","2024-11-20T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"272","ACTIVO","85001333300420250001400","MUNICIPIO DE YOPAL","8918550177","2024-12-19T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"273","ACTIVO","85001400300220150135700","MUNICIPIO DE YOPAL","8918550177","2015-10-30T00:00:00.000","JUZGADO SEGUNDO CIVIL MUNICIPAL DE YOPAL","CIVIL","VERBAL REIVINDICATORIO DE DOMINIO"
"274","ACTIVO","85001333300320250006800","MUNICIPIO DE YOPAL","8918550177","2025-01-23T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"275","ACTIVO","85001333300120230015000","MUNICIPIO DE YOPAL","8918550177","2023-09-01T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"276","ACTIVO","85001333300120230020900","MUNICIPIO DE YOPAL","8918550177","2023-12-12T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"277","ACTIVO","85001233300020250005100","MUNICIPIO DE YOPAL","8918550177","2025-04-21T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","CONTROVERSIAS CONTRACTUALES"
"278","ACTIVO","85001233300020250010900","MUNICIPIO DE YOPAL","8918550177","2025-08-08T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"279","ACTIVO","85001233300020250007100","MUNICIPIO DE YOPAL","8918550177","2025-05-27T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"280","ACTIVO","85001333300120250032800","MUNICIPIO DE YOPAL","8918550177","2025-07-04T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"281","ACTIVO","85001333300320230022100","MUNICIPIO DE YOPAL","8918550177","2023-12-06T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"282","ACTIVO","85001333300120250020600","MUNICIPIO DE YOPAL","8918550177","2025-03-17T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"283","ACTIVO","85001333300120250013900","MUNICIPIO DE YOPAL","8918550177","2025-02-18T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"284","ACTIVO","85001233300020250011700","MUNICIPIO DE YOPAL","8918550177","2025-08-20T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"285","ACTIVO","85001333300220250030000","MUNICIPIO DE YOPAL","8918550177","2025-05-27T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"286","ACTIVO","85001333300220250036100","MUNICIPIO DE YOPAL","8918550177","2025-08-05T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"287","ACTIVO","85001333300420250040900","MUNICIPIO DE YOPAL","8918550177","2025-11-07T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DEL CIRCUITO DE YOPAL","ACCIONES CONSTITUCIONALES","ACCIÓN DE CUMPLIMIENTO"
"288","ACTIVO","85001333300220250028100","MUNICIPIO DE YOPAL","8918550177","2025-05-13T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"289","ACTIVO","85001333300220250024100","MUNICIPIO DE YOPAL","8918550177","2025-04-07T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"290","ACTIVO","85001333300220250017100","MUNICIPIO DE YOPAL","8918550177","2025-03-03T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"291","ACTIVO","85001333300220250023300","MUNICIPIO DE YOPAL","8918550177","2025-04-03T00:00:00.000","JUZGADO SEGUNDO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"292","ACTIVO","85001333300420230012100","MUNICIPIO DE YOPAL","8918550177","2023-12-14T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"293","ACTIVO","85001333300320250040800","MUNICIPIO DE YOPAL","8918550177","2025-09-23T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"294","ACTIVO","85001333300320250032400","MUNICIPIO DE YOPAL","8918550177","2025-07-02T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"295","ACTIVO","85001233300020250017100","MUNICIPIO DE YOPAL","8918550177","2025-11-28T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"296","ACTIVO","85001333300520250020800","MUNICIPIO DE YOPAL","8918550177","2025-03-19T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"297","ACTIVO","85001333300120250049400","NILSON ROLANDO VARGAS FONSECA","7126765","2025-12-15T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACIÓN DIRECTA"
"298","ACTIVO","85001333300520250041300","MUNICIPIO DE YOPAL","8918550177","2025-10-16T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"299","ACTIVO","85001400300320250111900","RAMIRO RUIZ GONZALEZ.
SILVIA LILIANA RUIZ CALA
FRANCISCO CORONADO","5541105
52421392
78692552","2025-11-21T00:00:00.000","POR ESTABLECER","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"300","ACTIVO","85001400300120250111800","NELSON ESTUARDO VARGAS NAVARRETE
ROBERTO VARGAS NAVARRETE
MAGDALENA VARGAS NAVARRETE","19088550
19334771
20138364","2025-11-21T00:00:00.000","POR ESTABLECER","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"301","ACTIVO","85001333300420250039000","ALEXANDER PARRA DIAZ","74858758","2025-10-27T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD SIMPLE"
"302","ACTIVO","85001333300120170004400","FISCALIA GENERAL DE LA NACIÓN
POLICIA NACIONAL","0/0/0","2025-01-25T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","EJECUTIVO"
"303","ACTIVO","85001400300220250112300","ESPERANZA DIAZ FONSECA","93416103","2025-11-21T00:00:00.000","JUZGADO SEGUNDO CIVIL MUNICIPAL DE YOPAL","CIVIL - ORDINARIA","EJECUTIVO"
"304","ACTIVO","85001333300120250017100","MUNICIPIO DE YOPAL","8918550177","2025-02-28T00:00:00.000","JUZGADO PRIMERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"305","ACTIVO","85001333300120230014000","MUNICIPIO DE YOPAL","8918550177","2023-08-16T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"306","ACTIVO","85001333300420250039200","MUNICIPIO DE YOPAL","8918550177","2024-10-24T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"307","ACTIVO","85001333300420250038100","MUNICIPIO DE YOPAL","8918550177","2025-10-15T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"308","ACTIVO","85001333300420250037400","MUNICIPIO DE YOPAL","8918550177","2025-10-06T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","REPARACION DIRECTA"
"309","ACTIVO","85001233300020230004400","MUNICIPIO DE YOPAL","8918550177","2023-06-27T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"310","ACTIVO","85001333300520240016000","MUNICIPIO DE YOPAL","8918550177","2024-11-22T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NUIDAD Y RESTABLECIMIENTO DEL DERECHO"
"311","ACTIVO","85001333300420250036800","DEPARTAMENTO DE CASANARE
RIGOBERTO MARTINEZ PAMPLONA
CARMENZA ALFONSO TOVAR
ANA SILVA GUTIERREZ RINCON
JOSE AVIGAIL ROSAS ROSAS
MARORA BOHORQUEZ
ALBA LILIA GOMEZ SANCHEZ
ROSA HELENA SAENZ","892099216-6
17526979
23724777
47430232
9653931
24143270
24226674
23740506","2025-09-25T00:00:00.000","JUZGADO CUARTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD POR LESIVIDAD"
"312","ACTIVO","85001333300320250000300","MUNICIPIO DE YOPAL","8918550177","2024-12-18T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"313","ACTIVO","85001333300320230014800","MUNICIPIO DE YOPAL","8918550177","2023-08-14T00:00:00.000","JUZGADO TERCERO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"314","ACTIVO","85001333300520240008000","MUNICIPIO DE YOPAL","8918550177","2024-08-09T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"315","ACTIVO","11001031500020240700300
AT10982711 CALI
AT T11475088  YOPAL","CONSEJO DE ESTADO SECCIÓN CUARTA","N/A","0/0/0","CORTE CONSTITUCIONAL","ACCIONES CONSTITUCIONALES","ACCIÓN DE TUTELA"
"316","ACTIVO","85001233300020240009100","ALCALDIA DE YOPAL","8918550177","2024-08-20T00:00:00.000","TRIBUNAL ADMINISTRATIVO DE CASANARE","CONTENCIOSO ADMINISTRATIVO","NULIDAD Y RESTABLECIMIENTO DEL DERECHO"
"317","ACTIVO","85001333300120230012600","OSCAR EDUARDO PAEZ RODRIGUEZ","74814742","2023-07-27T00:00:00.000","JUZGADO QUINTO ADMINISTRATIVO DE YOPAL","CONTENCIOSO ADMINISTRATIVO","NULIDAD POR LESIVIDAD"
